NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-21 23:08:20

BUY SIGNALS (547):
  ADANIPORTS.NS   | Price: 1824.00 | Entry: 1787.52 | Target: 2026.82 | Risk: LOW       
  PNBGILTS.NS     | Price:   77.18 | Target:   60.88 | Risk: LOW        | Conf: 100%
  JINDRILL.NS     | Price:  594.85 | Target:  439.05 | Risk: LOW        | Conf: 100%
  DLINKINDIA.NS   | Price:  430.05 | Target:  375.16 | Risk: LOW        | Conf: 100%
  DEN.NS          | Price:   26.62 | Target:   23.32 | Risk: LOW        | Conf: 100%
  TTKHLTCARE.NS   | Price: 1050.00 | Target:  791.36 | Risk: LOW        | Conf: 100%
  DAMCAPITAL.NS   | Price:  137.92 | Target:  117.80 | Risk: LOW        | Conf: 100%
  ARIHANTSUP.NS   | Price:  227.20 | Target:  175.52 | Risk: LOW        | Conf: 100%
  JNKINDIA.NS     | Price:  413.90 | Target:  323.02 | Risk: LOW        | Conf: 100%
  TARSONS.NS      | Price:  306.10 | Target:  240.31 | Risk: LOW        | Conf: 100%
  HIMATSEIDE.NS   | Price:   64.66 | Target:   55.64 | Risk: LOW        | Conf: 100%
  SOLEX.NS        | Price:  695.10 | Target:  541.31 | Risk: LOW        | Conf: 100%
  UDS.NS          | Price:  189.82 | Target:  136.80 | Risk: LOW        | Conf: 100%
  TINNARUBR.NS    | Price: 1018.75 | Target:  782.54 | Risk: LOW        | Conf: 80%
  GREENPOWER.NS   | Price:    9.05 | Target:    7.42 | Risk: LOW        | Conf: 100%
  PUNJABCHEM.NS   | Price: 1075.70 | Target:  930.02 | Risk: LOW        | Conf: 100%
  APOLLOPIPE.NS   | Price:  543.60 | Target:  435.08 | Risk: LOW        | Conf: 80%
  AWHCL.NS        | Price:  364.90 | Target:  292.40 | Risk: LOW        | Conf: 80%
  ECOSMOBLTY.NS   | Price:  108.12 | Target:   88.77 | Risk: LOW        | Conf: 100%
  RUPA.NS         | Price:  137.16 | Target:  121.63 | Risk: LOW        | Conf: 100%
  SHRIRAMPPS.NS   | Price:   71.22 | Target:   61.02 | Risk: LOW        | Conf: 100%
  IVALUE.NS       | Price:  222.03 | Target:  175.35 | Risk: LOW        | Conf: 100%
  PLATIND.NS      | Price:  214.05 | Target:  176.76 | Risk: LOW        | Conf: 100%
  EKC.NS          | Price:  101.07 | Target:   88.28 | Risk: LOW        | Conf: 100%
  SALASAR.NS      | Price:    4.89 | Target:    3.55 | Risk: LOW        | Conf: 100%
  ESAFSFB.NS      | Price:   39.19 | Target:   30.72 | Risk: LOW        | Conf: 100%
  CENTRUM.NS      | Price:   21.94 | Target:   17.03 | Risk: LOW        | Conf: 100%
  DOLATALGO.NS    | Price:   67.32 | Target:   57.76 | Risk: LOW        | Conf: 100%
  ROTO.NS         | Price:   62.49 | Target:   48.44 | Risk: LOW        | Conf: 100%
  NIITLTD.NS      | Price:   91.57 | Target:   73.80 | Risk: LOW        | Conf: 100%
  SURYODAY.NS     | Price:  146.63 | Target:  128.27 | Risk: LOW        | Conf: 100%
  BIRLANU.NS      | Price: 1380.10 | Target: 1154.24 | Risk: LOW        | Conf: 100%
  EXCELINDUS.NS   | Price:  958.20 | Target:  809.90 | Risk: LOW        | Conf: 100%
  DCMSRIND.NS     | Price:   38.24 | Target:   28.47 | Risk: LOW        | Conf: 100%
  RAJRILTD.NS     | Price:   20.82 | Target:   17.45 | Risk: LOW        | Conf: 100%
  PARACABLES.NS   | Price:   62.02 | Target:   47.36 | Risk: LOW        | Conf: 100%
  INFOBEAN.NS     | Price:  151.27 | Target:  128.05 | Risk: LOW        | Conf: 100%
  ALLDIGI.NS      | Price:  776.30 | Target:  690.78 | Risk: LOW        | Conf: 100%
  BLKASHYAP.NS    | Price:   52.74 | Target:   37.45 | Risk: LOW        | Conf: 100%
  SPORTKING.NS    | Price:  203.85 | Target:  155.76 | Risk: LOW        | Conf: 100%
  UNIECOM.NS      | Price:   83.21 | Target:   69.55 | Risk: LOW        | Conf: 100%
  MADRASFERT.NS   | Price:   61.28 | Target:   52.59 | Risk: LOW        | Conf: 100%
  RIIL.NS         | Price:  703.15 | Target:  617.42 | Risk: LOW        | Conf: 100%
  SUMEETINDS.NS   | Price:    9.56 | Target:    7.20 | Risk: LOW        | Conf: 100%
  IMPAL.NS        | Price: 1065.60 | Target:  825.92 | Risk: LOW        | Conf: 100%
  SHREDIGCEM.NS   | Price:   68.51 | Target:   53.64 | Risk: LOW        | Conf: 100%
  HITECHGEAR.NS   | Price:  540.00 | Target:  418.43 | Risk: LOW        | Conf: 100%
  ATULAUTO.NS     | Price:  446.45 | Target:  389.47 | Risk: LOW        | Conf: 100%
  AGARIND.NS      | Price:  412.65 | Target:  337.00 | Risk: LOW        | Conf: 100%
  CAPITALSFB.NS   | Price:  278.90 | Target:  241.29 | Risk: LOW        | Conf: 80%
  AURUM.NS        | Price:  219.78 | Target:  186.83 | Risk: LOW        | Conf: 100%
  ADVENTHTL.NS    | Price:  129.15 | Target:  105.06 | Risk: LOW        | Conf: 100%
  BUTTERFLY.NS    | Price:  585.80 | Target:  492.60 | Risk: LOW        | Conf: 100%
  FAZE3Q.NS       | Price:  442.95 | Target:  354.86 | Risk: LOW        | Conf: 100%
  MICEL.NS        | Price:   33.37 | Target:   29.64 | Risk: LOW        | Conf: 100%
  BHARATWIRE.NS   | Price:  173.05 | Target:  139.14 | Risk: LOW        | Conf: 100%
  WALCHANNAG.NS   | Price:  202.71 | Target:  158.62 | Risk: LOW        | Conf: 100%
  HERANBA.NS      | Price:  167.02 | Target:  138.14 | Risk: LOW        | Conf: 100%
  BOROSCI.NS      | Price:  119.56 | Target:   93.27 | Risk: LOW        | Conf: 100%
  IRMENERGY.NS    | Price:  270.20 | Target:  222.83 | Risk: LOW        | Conf: 100%
  MEIL.NS         | Price:  271.85 | Target:  218.76 | Risk: LOW        | Conf: 100%
  GTPL.NS         | Price:   54.96 | Target:   45.49 | Risk: LOW        | Conf: 100%
  VHL.NS          | Price: 3377.10 | Target: 2838.89 | Risk: LOW        | Conf: 100%
  BAJAJINDEF.NS   | Price:  214.94 | Target:  180.51 | Risk: LOW        | Conf: 100%
  ELECTHERM.NS    | Price:  925.50 | Target:  771.73 | Risk: LOW        | Conf: 100%
  SRM.NS          | Price:  423.85 | Target:  344.74 | Risk: LOW        | Conf: 100%
  ZUARI.NS        | Price:  220.77 | Target:  190.33 | Risk: LOW        | Conf: 100%
  ICEMAKE.NS      | Price:  685.60 | Target:  570.71 | Risk: LOW        | Conf: 100%
  KELLTONTEC.NS   | Price:   13.61 | Target:   10.79 | Risk: LOW        | Conf: 80%
  PASHUPATI.NS    | Price:   80.26 | Target:   59.38 | Risk: LOW        | Conf: 100%
  BCLIND.NS       | Price:   33.06 | Target:   27.38 | Risk: LOW        | Conf: 100%
  DPSCLTD.NS      | Price:    7.16 | Target:    5.48 | Risk: LOW        | Conf: 80%
  NELCAST.NS      | Price:  108.34 | Target:   87.05 | Risk: LOW        | Conf: 100%
  STERTOOLS.NS    | Price:  213.21 | Target:  181.81 | Risk: LOW        | Conf: 100%
  GEMAROMA.NS     | Price:  149.10 | Target:  116.20 | Risk: LOW        | Conf: 100%
  SWELECTES.NS    | Price:  556.80 | Target:  453.59 | Risk: LOW        | Conf: 100%
  OMINFRAL.NS     | Price:   78.33 | Target:   61.42 | Risk: LOW        | Conf: 100%
  RNBDENIMS.NS    | Price:    8.96 | Target:    5.73 | Risk: LOW        | Conf: 100%
  VIDYAWIRES.NS   | Price:   86.87 | Target:   71.88 | Risk: LOW        | Conf: 100%
  5PAISA.NS       | Price:  321.35 | Target:  262.15 | Risk: LOW        | Conf: 100%
  PENINLAND.NS    | Price:   15.36 | Target:   10.78 | Risk: LOW        | Conf: 100%
  AFSL.NS         | Price:  201.00 | Target:  174.64 | Risk: LOW        | Conf: 80%
  ESTER.NS        | Price:   87.67 | Target:   72.49 | Risk: LOW        | Conf: 100%
  KOKUYOCMLN.NS   | Price:   77.79 | Target:   67.94 | Risk: LOW        | Conf: 100%
  CENTENKA.NS     | Price:  561.45 | Target:  442.50 | Risk: LOW        | Conf: 100%
  DHANBANK.NS     | Price:   29.47 | Target:   25.30 | Risk: LOW        | Conf: 100%
  UNIENTER.NS     | Price:   90.71 | Target:   76.15 | Risk: LOW        | Conf: 100%
  SCODATUBES.NS   | Price:  128.51 | Target:  103.23 | Risk: LOW        | Conf: 100%
  GGBL.NS         | Price:  205.40 | Target:  162.38 | Risk: LOW        | Conf: 100%
  NDTV.NS         | Price:   71.72 | Target:   59.06 | Risk: LOW        | Conf: 100%
  KHAICHEM.NS     | Price:   49.94 | Target:   38.99 | Risk: LOW        | Conf: 100%
  FAIRCHEMOR.NS   | Price:  634.00 | Target:  519.75 | Risk: LOW        | Conf: 100%
  AEROENTER.NS    | Price:  125.49 | Target:   75.52 | Risk: LOW        | Conf: 100%
  GALAPREC.NS     | Price: 1011.20 | Target:  827.77 | Risk: LOW        | Conf: 80%
  OSWALGREEN.NS   | Price:   19.44 | Target:   15.77 | Risk: LOW        | Conf: 100%
  SAHANA.NS       | Price:  848.75 | Target:  697.07 | Risk: LOW        | Conf: 80%
  LEMERITE.NS     | Price:   18.35 | Target:   12.52 | Risk: LOW        | Conf: 100%
  UTTAMSUGAR.NS   | Price:  260.25 | Target:  193.36 | Risk: LOW        | Conf: 100%
  JPOLYINVST.NS   | Price:  980.75 | Target:  835.79 | Risk: LOW        | Conf: 100%
  OSWALAGRO.NS    | Price:   33.88 | Target:   26.16 | Risk: LOW        | Conf: 100%
  ADSL.NS         | Price:   96.29 | Target:   79.66 | Risk: LOW        | Conf: 100%
  SARTELE.NS      | Price:   75.15 | Target:   49.86 | Risk: LOW        | Conf: 100%
  GULPOLY.NS      | Price:  169.99 | Target:  148.20 | Risk: LOW        | Conf: 100%
  SILVERTUC.NS    | Price:  146.28 | Target:  106.03 | Risk: LOW        | Conf: 100%
  JAYBARMARU.NS   | Price:  111.15 | Target:   87.69 | Risk: LOW        | Conf: 100%
  BIRLAMONEY.NS   | Price:  120.49 | Target:  102.33 | Risk: LOW        | Conf: 100%
  APS.NS          | Price:  230.50 | Target:  188.11 | Risk: LOW        | Conf: 100%
  PVSL.NS         | Price:   98.77 | Target:   75.35 | Risk: LOW        | Conf: 100%
  BASILIC.NS      | Price:  178.10 | Target:  133.87 | Risk: LOW        | Conf: 100%
  ELIN.NS         | Price:   88.53 | Target:   69.55 | Risk: LOW        | Conf: 100%
  SKMEGGPROD.NS   | Price:  229.75 | Target:  187.62 | Risk: LOW        | Conf: 100%
  VAKRANGEE.NS    | Price:    5.30 | Target:    4.43 | Risk: LOW        | Conf: 100%
  ZUARIIND.NS     | Price:  262.45 | Target:  219.77 | Risk: LOW        | Conf: 100%
  SAURASHCEM.NS   | Price:   53.51 | Target:   43.43 | Risk: LOW        | Conf: 100%
  EVERESTIND.NS   | Price:  412.50 | Target:  330.32 | Risk: LOW        | Conf: 100%
  REGAAL.NS       | Price:   84.03 | Target:   66.28 | Risk: LOW        | Conf: 100%
  UFBL.NS         | Price:  692.45 | Target:  489.93 | Risk: LOW        | Conf: 100%
  TVSELECT.NS     | Price:  403.15 | Target:  328.26 | Risk: LOW        | Conf: 100%
  CCCL.NS         | Price:   13.76 | Target:   11.39 | Risk: LOW        | Conf: 100%
  TVTODAY.NS      | Price:  109.29 | Target:   92.29 | Risk: LOW        | Conf: 80%
  DHAMPURSUG.NS   | Price:  156.22 | Target:  118.46 | Risk: LOW        | Conf: 100%
  VIVIANA.NS      | Price:  718.80 | Target:  510.16 | Risk: LOW        | Conf: 100%
  SUYOG.NS        | Price:  649.40 | Target:  513.36 | Risk: LOW        | Conf: 100%
  MUNJALAU.NS     | Price:  103.99 | Target:   84.33 | Risk: LOW        | Conf: 100%
  NGLFINE.NS      | Price: 2768.20 | Target: 2015.59 | Risk: LOW        | Conf: 100%
  SNOWMAN.NS      | Price:   35.25 | Target:   29.56 | Risk: LOW        | Conf: 100%
  JITFINFRA.NS    | Price:  284.75 | Target:  229.27 | Risk: LOW        | Conf: 100%
  WANBURY.NS      | Price:  222.75 | Target:  178.25 | Risk: LOW        | Conf: 100%
  VLSFINANCE.NS   | Price:  238.20 | Target:  211.52 | Risk: LOW        | Conf: 100%
  ASAL.NS         | Price:  449.70 | Target:  383.70 | Risk: LOW        | Conf: 100%
  SARLAPOLY.NS    | Price:   97.48 | Target:   80.10 | Risk: LOW        | Conf: 100%
  COFFEEDAY.NS    | Price:   30.52 | Target:   21.67 | Risk: LOW        | Conf: 100%
  BIGBLOC.NS      | Price:   40.40 | Target:   32.38 | Risk: LOW        | Conf: 100%
  OWAIS.NS        | Price:   76.40 | Target:   64.52 | Risk: LOW        | Conf: 100%
  ZTECH.NS        | Price:  412.25 | Target:  292.84 | Risk: LOW        | Conf: 100%
  AMBIKCO.NS      | Price: 1602.00 | Target: 1430.79 | Risk: LOW        | Conf: 100%
  ADVANCE.NS      | Price:  110.48 | Target:   89.98 | Risk: LOW        | Conf: 100%
  MALLCOM.NS      | Price:  968.90 | Target:  773.63 | Risk: LOW        | Conf: 100%
  MUFTI.NS        | Price:   73.63 | Target:   60.57 | Risk: LOW        | Conf: 100%
  DWARKESH.NS     | Price:   41.15 | Target:   30.49 | Risk: LOW        | Conf: 100%
  KECL.NS         | Price:  122.78 | Target:   92.68 | Risk: LOW        | Conf: 80%
  NAHARSPING.NS   | Price:  269.20 | Target:  206.75 | Risk: LOW        | Conf: 100%
  RITCO.NS        | Price:  291.45 | Target:  224.54 | Risk: LOW        | Conf: 100%
  APEX.NS         | Price:  345.35 | Target:  282.12 | Risk: LOW        | Conf: 100%
  MAGADSUGAR.NS   | Price:  504.75 | Target:  383.02 | Risk: LOW        | Conf: 100%
  ATL.NS          | Price:   24.24 | Target:   18.45 | Risk: LOW        | Conf: 80%
  PATELRMART.NS   | Price:  205.77 | Target:  174.05 | Risk: LOW        | Conf: 100%
  STCINDIA.NS     | Price:  111.54 | Target:   99.19 | Risk: LOW        | Conf: 100%
  LINC.NS         | Price:   91.81 | Target:   74.62 | Risk: LOW        | Conf: 80%
  KSOLVES.NS      | Price:  251.60 | Target:  203.10 | Risk: LOW        | Conf: 100%
  RKSWAMY.NS      | Price:   89.40 | Target:   71.36 | Risk: LOW        | Conf: 100%
  NAHARPOLY.NS    | Price:  227.02 | Target:  181.43 | Risk: LOW        | Conf: 100%
  VENUSREM.NS     | Price: 1582.20 | Target: 1173.09 | Risk: LOW        | Conf: 100%
  REPRO.NS        | Price:  305.25 | Target:  233.98 | Risk: LOW        | Conf: 100%
  ZEEMEDIA.NS     | Price:    7.32 | Target:    5.65 | Risk: LOW        | Conf: 100%
  MINDTECK.NS     | Price:  158.33 | Target:  124.63 | Risk: LOW        | Conf: 100%
  DREAMFOLKS.NS   | Price:   64.76 | Target:   53.46 | Risk: LOW        | Conf: 100%
  CELLECOR.NS     | Price:   30.00 | Target:   23.89 | Risk: LOW        | Conf: 100%
  ACL.NS          | Price:   42.66 | Target:   35.85 | Risk: LOW        | Conf: 100%
  MAANALU.NS      | Price:  104.77 | Target:   81.53 | Risk: LOW        | Conf: 100%
  IRIS.NS         | Price:  238.09 | Target:  182.89 | Risk: LOW        | Conf: 100%
  MODIS.NS        | Price:  352.40 | Target:  294.94 | Risk: LOW        | Conf: 100%
  HINDCOMPOS.NS   | Price:  378.65 | Target:  301.77 | Risk: LOW        | Conf: 100%
  SCHAND.NS       | Price:  133.87 | Target:  111.59 | Risk: LOW        | Conf: 100%
  KRITI.NS        | Price:   59.44 | Target:   42.55 | Risk: LOW        | Conf: 100%
  FOODSIN.NS      | Price:   54.57 | Target:   39.64 | Risk: LOW        | Conf: 80%
  SICALLOG.NS     | Price:   91.07 | Target:   64.74 | Risk: LOW        | Conf: 100%
  IGCL.NS         | Price:   67.05 | Target:   52.77 | Risk: LOW        | Conf: 100%
  BORANA.NS       | Price:  297.10 | Target:  232.06 | Risk: LOW        | Conf: 100%
  SBGLP.NS        | Price:   22.23 | Target:   10.93 | Risk: LOW        | Conf: 100%
  TOLINS.NS       | Price:   88.02 | Target:   76.28 | Risk: LOW        | Conf: 100%
  GLOTTIS.NS      | Price:   59.48 | Target:   49.02 | Risk: LOW        | Conf: 100%
  GIRIRAJ.NS      | Price:   77.30 | Target:   52.69 | Risk: LOW        | Conf: 80%
  GPECO.NS        | Price:  396.65 | Target:  312.69 | Risk: LOW        | Conf: 100%
  MOS.NS          | Price:    5.50 | Target:    3.32 | Risk: LOW        | Conf: 100%
  SUTLEJTEX.NS    | Price:   38.12 | Target:   27.74 | Risk: LOW        | Conf: 100%
  RPPINFRA.NS     | Price:   53.81 | Target:   38.02 | Risk: LOW        | Conf: 100%
  FOCUS.NS        | Price:   60.64 | Target:   48.59 | Risk: LOW        | Conf: 100%
  TARACHAND.NS    | Price:   47.69 | Target:   39.95 | Risk: LOW        | Conf: 80%
  RADIANTCMS.NS   | Price:   35.42 | Target:   25.51 | Risk: LOW        | Conf: 80%
  HMVL.NS         | Price:   81.09 | Target:   64.06 | Risk: LOW        | Conf: 100%
  ESSARSHPNG.NS   | Price:   16.19 | Target:   12.14 | Risk: LOW        | Conf: 100%
  ZODIAC.NS       | Price:  230.26 | Target:  186.75 | Risk: LOW        | Conf: 100%
  EIFFL.NS        | Price:  262.10 | Target:  232.48 | Risk: LOW        | Conf: 100%
  SURAJLTD.NS     | Price:  200.79 | Target:  164.48 | Risk: LOW        | Conf: 80%
  MBLINFRA.NS     | Price:   22.29 | Target:   16.12 | Risk: LOW        | Conf: 100%
  PRECOT.NS       | Price:  659.65 | Target:  517.72 | Risk: LOW        | Conf: 100%
  TPLPLASTEH.NS   | Price:   65.34 | Target:   52.40 | Risk: LOW        | Conf: 100%
  ALLETEC.NS      | Price:  122.55 | Target:   87.16 | Risk: LOW        | Conf: 100%
  HILINFRA.NS     | Price:   43.92 | Target:   34.07 | Risk: LOW        | Conf: 80%
  RAMAPHO.NS      | Price:  120.87 | Target:  102.42 | Risk: LOW        | Conf: 100%
  LIBERTSHOE.NS   | Price:  221.28 | Target:  181.92 | Risk: LOW        | Conf: 100%
  KNAGRI.NS       | Price:  196.06 | Target:  142.00 | Risk: LOW        | Conf: 100%
  ANNAPURNA.NS    | Price:  132.55 | Target:  104.22 | Risk: LOW        | Conf: 100%
  BMWVENTLTD.NS   | Price:   51.90 | Target:   41.50 | Risk: LOW        | Conf: 100%
  PARIN.NS        | Price:  704.00 | Target:  554.36 | Risk: LOW        | Conf: 80%
  ADVANIHOTR.NS   | Price:   47.89 | Target:   41.83 | Risk: LOW        | Conf: 100%
  MUNJALSHOW.NS   | Price:  125.80 | Target:  110.51 | Risk: LOW        | Conf: 100%
  ORBTEXP.NS      | Price:  229.82 | Target:  177.76 | Risk: LOW        | Conf: 100%
  PTL.NS          | Price:   38.33 | Target:   34.89 | Risk: LOW        | Conf: 80%
  WSI.NS          | Price:   58.59 | Target:   42.73 | Risk: LOW        | Conf: 80%
  SUPREMEPWR.NS   | Price:  207.35 | Target:  154.71 | Risk: LOW        | Conf: 100%
  CGRAPHICS.NS    | Price:  135.40 | Target:  108.76 | Risk: LOW        | Conf: 100%
  DONEAR.NS       | Price:   83.79 | Target:   67.64 | Risk: LOW        | Conf: 100%
  TERASOFT.NS     | Price:  236.60 | Target:  155.60 | Risk: LOW        | Conf: 100%
  VINYLINDIA.NS   | Price:  222.68 | Target:  185.71 | Risk: LOW        | Conf: 100%
  CPEDU.NS        | Price:  171.66 | Target:  131.89 | Risk: LOW        | Conf: 100%
  EUROBOND.NS     | Price:  148.05 | Target:  112.81 | Risk: LOW        | Conf: 100%
  MIRZAINT.NS     | Price:   29.14 | Target:   23.22 | Risk: LOW        | Conf: 100%
  ATMASTCO.NS     | Price:  128.35 | Target:   99.98 | Risk: LOW        | Conf: 100%
  CLEDUCATE.NS    | Price:   54.81 | Target:   38.12 | Risk: LOW        | Conf: 100%
  PAVNAIND.NS     | Price:   15.67 | Target:    8.47 | Risk: LOW        | Conf: 100%
  KOTHARIPRO.NS   | Price:   63.11 | Target:   51.12 | Risk: LOW        | Conf: 100%
  HTMEDIA.NS      | Price:   23.69 | Target:   16.95 | Risk: LOW        | Conf: 100%
  XTGLOBAL.NS     | Price:   29.54 | Target:   19.84 | Risk: LOW        | Conf: 100%
  HIGREEN.NS      | Price:  116.90 | Target:   96.88 | Risk: LOW        | Conf: 100%
  SAHAJSOLAR.NS   | Price:   91.60 | Target:   71.89 | Risk: LOW        | Conf: 100%
  NAHARCAP.NS     | Price:  247.50 | Target:  206.10 | Risk: LOW        | Conf: 100%
  POLYSIL.NS      | Price:   66.15 | Target:   45.88 | Risk: LOW        | Conf: 80%
  LORDSCHLO.NS    | Price:  136.06 | Target:  108.71 | Risk: LOW        | Conf: 100%
  THOMASCOTT.NS   | Price:  236.55 | Target:  176.73 | Risk: LOW        | Conf: 100%
  MCLEODRUSS.NS   | Price:   44.33 | Target:   35.18 | Risk: LOW        | Conf: 100%
  MUTHOOTCAP.NS   | Price:  234.28 | Target:  181.02 | Risk: LOW        | Conf: 100%
  PANSARI.NS      | Price:  284.95 | Target:  202.86 | Risk: LOW        | Conf: 100%
  MONEYBOXX.NS    | Price:   54.49 | Target:   28.91 | Risk: LOW        | Conf: 100%
  SOUTHWEST.NS    | Price:  196.11 | Target:  143.05 | Risk: LOW        | Conf: 100%
  SRGHFL.NS       | Price:  128.15 | Target:   47.76 | Risk: LOW        | Conf: 100%
  KRITINUT.NS     | Price:   81.34 | Target:   65.86 | Risk: LOW        | Conf: 80%
  TIRUPATIFL.NS   | Price:   67.68 | Target:   50.97 | Risk: LOW        | Conf: 80%
  EMAMIREAL.NS    | Price:   67.18 | Target:   52.29 | Risk: LOW        | Conf: 100%
  NOVAAGRI.NS     | Price:   22.90 | Target:   18.20 | Risk: LOW        | Conf: 100%
  SWARAJ.NS       | Price:  273.05 | Target:  210.87 | Risk: LOW        | Conf: 100%
  MANORG.NS       | Price:  456.95 | Target:  331.61 | Risk: LOW        | Conf: 100%
  TIGERLOGS.NS    | Price:   26.13 | Target:   19.38 | Risk: LOW        | Conf: 100%
  GLOBECIVIL.NS   | Price:   42.26 | Target:   28.88 | Risk: LOW        | Conf: 100%
  ASHIMASYN.NS    | Price:   15.65 | Target:   11.25 | Risk: LOW        | Conf: 100%
  BANSWRAS.NS     | Price:  108.49 | Target:   87.02 | Risk: LOW        | Conf: 100%
  FILATFASH.NS    | Price:    0.17 | Target:    0.11 | Risk: LOW        | Conf: 100%
  GENUSPAPER.NS   | Price:   11.41 | Target:    7.47 | Risk: LOW        | Conf: 100%
  DENORA.NS       | Price:  782.25 | Target:  644.79 | Risk: LOW        | Conf: 100%
  TICL.NS         | Price:    5.85 | Target:    3.74 | Risk: LOW        | Conf: 100%
  SPCENET.NS      | Price:    3.13 | Target:    2.20 | Risk: LOW        | Conf: 100%
  BEDMUTHA.NS     | Price:  104.74 | Target:   79.76 | Risk: LOW        | Conf: 100%
  INFOLLION.NS    | Price:  156.50 | Target:  131.29 | Risk: LOW        | Conf: 80%
  VISHNUINFR.NS   | Price:  150.55 | Target:  122.98 | Risk: LOW        | Conf: 100%
  AVPINFRA.NS     | Price:   57.50 | Target:   46.98 | Risk: LOW        | Conf: 80%
  DEVX.NS         | Price:   32.21 | Target:   24.07 | Risk: LOW        | Conf: 100%
  AARON.NS        | Price:  119.92 | Target:   82.55 | Risk: LOW        | Conf: 100%
  GOKUL.NS        | Price:   40.43 | Target:   31.31 | Risk: LOW        | Conf: 80%
  PHANTOMFX.NS    | Price:   95.50 | Target:   59.57 | Risk: LOW        | Conf: 100%
  SAKUMA.NS       | Price:    1.51 | Target:    1.16 | Risk: LOW        | Conf: 100%
  ASMS.NS         | Price:    6.66 | Target:    5.37 | Risk: LOW        | Conf: 100%
  VIKASLIFE.NS    | Price:    1.21 | Target:    0.99 | Risk: LOW        | Conf: 100%
  DYNPRO.NS       | Price:  229.89 | Target:  186.85 | Risk: LOW        | Conf: 80%
  FCSSOFT.NS      | Price:    1.41 | Target:    1.23 | Risk: LOW        | Conf: 100%
  APCL.NS         | Price:   97.85 | Target:   83.38 | Risk: LOW        | Conf: 100%
  SUMIT.NS        | Price:   49.43 | Target:   36.14 | Risk: LOW        | Conf: 100%
  SHREEKARNI.NS   | Price:  370.00 | Target:  301.23 | Risk: LOW        | Conf: 100%
  ROSSELLIND.NS   | Price:   52.64 | Target:   42.14 | Risk: LOW        | Conf: 100%
  BCONCEPTS.NS    | Price:  153.10 | Target:  105.56 | Risk: LOW        | Conf: 100%
  VARDMNPOLY.NS   | Price:    5.69 | Target:    4.67 | Risk: LOW        | Conf: 100%
  DCI.NS          | Price:  278.95 | Target:  167.56 | Risk: LOW        | Conf: 100%
  INSPIRISYS.NS   | Price:   83.16 | Target:   57.16 | Risk: LOW        | Conf: 100%
  WTICAB.NS       | Price:  103.45 | Target:   80.65 | Risk: LOW        | Conf: 100%
  GINNIFILA.NS    | Price:   42.35 | Target:   34.35 | Risk: LOW        | Conf: 80%
  MEDICO.NS       | Price:   34.89 | Target:   21.08 | Risk: LOW        | Conf: 100%
  BALAJEE.NS      | Price:   25.31 | Target:   20.35 | Risk: LOW        | Conf: 100%
  BROOKS.NS       | Price:   61.53 | Target:   41.68 | Risk: LOW        | Conf: 100%
  NDGL.NS         | Price: 2649.50 | Target: 2191.14 | Risk: LOW        | Conf: 100%
  NECLIFE.NS      | Price:   10.98 | Target:    8.36 | Risk: LOW        | Conf: 100%
  EXXARO.NS       | Price:    6.25 | Target:    4.67 | Risk: LOW        | Conf: 100%
  BPL.NS          | Price:   45.79 | Target:   37.75 | Risk: LOW        | Conf: 100%
  TRF.NS          | Price:  215.25 | Target:  172.24 | Risk: LOW        | Conf: 100%
  HARRMALAYA.NS   | Price:  178.49 | Target:  145.72 | Risk: LOW        | Conf: 100%
  MANCREDIT.NS    | Price:  223.39 | Target:  183.61 | Risk: LOW        | Conf: 80%
  URAVIDEF.NS     | Price:  108.00 | Target:   90.45 | Risk: LOW        | Conf: 100%
  RACE.NS         | Price:   96.80 | Target:   74.64 | Risk: LOW        | Conf: 100%
  EFACTOR.NS      | Price:  165.00 | Target:  117.58 | Risk: LOW        | Conf: 100%
  ALANKIT.NS      | Price:    7.74 | Target:    6.22 | Risk: LOW        | Conf: 100%
  VLEGOV.NS       | Price:   10.19 | Target:    7.16 | Risk: LOW        | Conf: 100%
  DPWIRES.NS      | Price:  146.44 | Target:  121.50 | Risk: LOW        | Conf: 100%
  MASON.NS        | Price:  110.65 | Target:   87.85 | Risk: LOW        | Conf: 100%
  VIKASECO.NS     | Price:    1.04 | Target:    0.92 | Risk: LOW        | Conf: 100%
  KCPSUGIND.NS    | Price:   29.30 | Target:   21.66 | Risk: LOW        | Conf: 100%
  BYKE.NS         | Price:   30.25 | Target:   23.11 | Risk: LOW        | Conf: 100%
  SHRADHA.NS      | Price:   30.00 | Target:   20.76 | Risk: LOW        | Conf: 100%
  NIPPOBATRY.NS   | Price:  316.05 | Target:  270.85 | Risk: LOW        | Conf: 80%
  ATLANTAA.NS     | Price:   36.04 | Target:   26.03 | Risk: LOW        | Conf: 100%
  SINTERCOM.NS    | Price:   77.10 | Target:   50.83 | Risk: LOW        | Conf: 100%
  GOLDTECH.NS     | Price:   41.32 | Target:   31.87 | Risk: LOW        | Conf: 100%
  PPAP.NS         | Price:  240.60 | Target:  187.97 | Risk: LOW        | Conf: 100%
  NATHBIOGEN.NS   | Price:  147.34 | Target:  126.76 | Risk: LOW        | Conf: 100%
  TREJHARA.NS     | Price:  132.37 | Target:   97.24 | Risk: LOW        | Conf: 100%
  AUTOIND.NS      | Price:   78.34 | Target:   56.43 | Risk: LOW        | Conf: 100%
